R
0.4642857142857143
0.5357142857142857
0.6071428571428571
0.6785714285714286
0.75
0.8214285714285714
0.8928571428571429
0.9642857142857143
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.3571428571428572
4.214285714285714
9.571428571428571
14.928571428571429
20.285714285714285
25.642857142857142
31.0
36.357142857142854
41.714285714285715
47.07142857142857
52.42857142857143
57.785714285714285
63.142857142857146
68.5
73.5
76.0
77.21428571428571
83.64285714285714
95.28571428571429
106.92857142857143
118.57142857142857
130.21428571428572
141.85714285714286
153.5
165.14285714285714
176.78571428571428
188.42857142857142
200.07142857142858
211.71428571428572
223.35714285714286
259.2142857142857
296.07142857142856
333.92857142857144
371.7857142857143
409.64285714285717
447.5
485.35714285714283
523.2142857142857
565.9285714285714
628.5
710.9285714285714
811.6428571428571
930.6428571428571
1074.9285714285713
1219.0714285714287
1377.2857142857142
1549.5714285714287
1724.1785714285713
1901.107142857143
2080.785714285714
2263.214285714286
2453.8214285714284
2647.75
2844.1785714285716
3043.1071428571427
3247.25
3456.6071428571427
3668.4285714285716
3882.714285714286
4098.714285714285
4316.428571428572
4537.035714285715
4760.535714285715
4984.821428571428
5209.892857142857
5442.214285714285
5681.785714285715
5915.785714285715
6144.214285714285
6367.964285714285
6587.035714285715
6810.321428571428
7037.821428571428
7269.714285714285
7506.0
7748.107142857143
7996.035714285715
8243.75
8491.25
8733.25
8969.75
9219.92857142857
9483.785714285714
9755.5
10035.07142857143
10312.357142857143
10587.357142857143
10868.82142857143
11156.75
11438.964285714286
11715.464285714286
11988.714285714286
12258.714285714286
12536.0
12820.57142857143
13100.75
13376.535714285714
13652.785714285714
13929.5
14210.0
14494.285714285714
14769.32142857143
15035.107142857143
15295.57142857143
15550.714285714286
15805.785714285714
16060.785714285714
16298.57142857143
16528.928571428572
16755.964285714286
16979.678571428572
17197.464285714286
17409.321428571428
17627.5
17852.0
18088.25
18336.25
18593.571428571428
18860.214285714286
19126.85714285714
19393.5
19660.14285714286
19917.0
20174.85714285714
20440.64285714286
20707.60714285714
20975.75
21237.14285714286
21491.785714285714
21756.39285714286
22030.964285714286
22298.5
22559.0
22819.5
23080.0
23340.5
23601.0
23849.0
24087.64285714286
24342.10714285714
24612.39285714286
24888.60714285714
25170.75
25439.0
25693.35714285714
25945.428571428572
26195.214285714286
26445.0
26694.785714285714
26944.571428571428
27194.35714285714
27449.464285714286
27724.10714285714
27990.85714285714
28249.714285714286
28512.89285714286
28780.39285714286
29055.714285714286
29338.85714285714
29625.464285714286
29915.535714285714
30211.60714285714
30513.678571428572
30842.571428571428
31198.285714285714
31568.964285714286
31930.321428571428
32297.928571428572
32671.785714285714
33050.96428571428
33435.46428571428
33822.857142857145
34213.142857142855
34629.78571428572
35072.78571428572
35524.78571428572
35985.78571428572
36434.607142857145
36871.25
37316.57142857143
37770.57142857143
38237.53571428572
38717.46428571428
39196.642857142855
39675.07142857143
40165.67857142857
40668.46428571428
41175.71428571428
41687.42857142857
42193.607142857145
42694.25
43205.32142857143
43726.82142857143
44251.75
44780.107142857145
45310.17857142857
45841.96428571428
46382.32142857143
46931.25
47471.53571428572
48003.17857142857
48524.46428571428
49035.392857142855
49544.5
50051.78571428572
50559.82142857143
51068.607142857145
51583.03571428572
52103.107142857145
52630.892857142855
53166.392857142855
53695.46428571428
54218.107142857145
54741.46428571428
55265.53571428572
55791.53571428572
56319.46428571428
56846.78571428572
57373.5
57899.53571428572
58424.892857142855
58929.75
59414.107142857145
59865.53571428572
60284.03571428572
60675.392857142855
