D
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03571428571428571
0.10714285714285714
0.17857142857142858
0.25
0.35714285714285715
0.5
0.6785714285714286
0.8928571428571429
1.1785714285714286
1.5357142857142858
1.9642857142857142
2.4642857142857144
3.0
3.5714285714285716
4.321428571428571
5.25
6.428571428571429
7.857142857142857
9.571428571428571
11.571428571428571
13.821428571428571
16.321428571428573
19.142857142857142
22.285714285714285
25.75
29.535714285714285
34.035714285714285
39.25
45.035714285714285
51.392857142857146
58.607142857142854
66.67857142857143
75.57142857142857
85.28571428571429
95.96428571428571
107.60714285714286
120.21428571428571
133.78571428571428
148.57142857142858
164.57142857142858
181.53571428571428
199.46428571428572
218.5
238.64285714285714
260.17857142857144
283.10714285714283
307.75
334.10714285714283
361.7142857142857
390.57142857142856
421.10714285714283
453.32142857142856
487.14285714285717
522.5714285714286
559.2857142857143
597.2857142857143
637.5
679.9285714285714
722.9285714285714
766.5
810.4285714285714
854.7142857142857
900.1428571428571
946.7142857142857
993.7142857142857
1041.142857142857
1088.357142857143
1135.357142857143
1182.607142857143
1230.107142857143
1277.607142857143
1325.107142857143
1373.5
1422.7857142857142
1471.8214285714287
1520.607142857143
1568.8214285714287
1616.4642857142858
1663.75
1710.6785714285713
1757.642857142857
1804.642857142857
1850.607142857143
1895.5357142857142
1939.107142857143
1981.3214285714287
2022.642857142857
2063.0714285714284
2103.714285714286
2144.5714285714284
2184.964285714286
2224.8928571428573
2264.3571428571427
2303.3571428571427
2341.964285714286
2380.1785714285716
2419.1428571428573
2458.8571428571427
2498.785714285714
2538.9285714285716
2578.785714285714
2618.3571428571427
2657.535714285714
2696.3214285714284
2735.0714285714284
2773.785714285714
2812.535714285714
2851.3214285714284
2890.4285714285716
2929.8571428571427
2968.8928571428573
3007.535714285714
3045.8214285714284
3083.75
3121.75
3159.8214285714284
3197.25
3234.035714285714
3270.6785714285716
3307.1785714285716
3343.6071428571427
3379.964285714286
3415.6785714285716
3450.75
3485.4285714285716
3519.714285714286
3553.1785714285716
3585.8214285714284
3617.25
3647.464285714286
3677.6071428571427
3707.6785714285716
3737.035714285714
3765.6785714285716
3793.5714285714284
3820.714285714286
3847.6428571428573
3874.3571428571427
