I
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03571428571428571
0.10714285714285714
0.21428571428571427
0.35714285714285715
0.7857142857142857
1.5
2.3214285714285716
3.25
4.178571428571429
5.107142857142857
6.214285714285714
7.5
9.25
11.464285714285714
14.714285714285714
19.0
24.142857142857142
30.142857142857142
37.964285714285715
47.607142857142854
58.32142857142857
70.10714285714286
83.53571428571429
98.60714285714286
117.10714285714286
139.03571428571428
164.0
192.0
225.89285714285714
265.67857142857144
309.9642857142857
358.75
410.82142857142856
466.17857142857144
522.8571428571429
580.8571428571429
639.4285714285714
698.5714285714286
754.25
806.4642857142857
856.0357142857143
902.9642857142857
947.7142857142857
990.2857142857143
1031.107142857143
1070.1785714285713
1108.7857142857142
1146.9285714285713
1186.6785714285713
1228.0357142857142
1269.6785714285713
1311.607142857143
1352.892857142857
1393.5357142857142
1434.3214285714287
1475.25
1519.9285714285713
1568.357142857143
1618.9285714285713
1671.642857142857
1731.0
1797.0
1868.0
1944.0
2021.4642857142858
2100.3928571428573
2191.6785714285716
2295.3214285714284
2409.6071428571427
2534.535714285714
2664.8571428571427
2800.5714285714284
2940.8928571428573
3085.8214285714284
3237.3571428571427
3395.5
3554.0
3712.8571428571427
3866.0
4013.4285714285716
4158.714285714285
4301.857142857143
4449.214285714285
4600.785714285715
4756.464285714285
4916.25
5084.25
5260.107142857143
5426.071428571428
5582.142857142857
5737.178571428572
5891.178571428572
6058.892857142857
6240.321428571428
6421.714285714285
6603.071428571428
6782.642857142857
6960.428571428572
7133.892857142857
7303.035714285715
7472.892857142857
7643.821428571428
7829.214285714285
8027.857142857143
8226.392857142857
8424.82142857143
8619.5
8810.42857142857
9011.07142857143
9221.42857142857
9440.214285714286
9667.42857142857
9904.142857142857
10150.357142857143
10402.32142857143
10660.035714285714
10920.42857142857
11159.285714285714
11396.32142857143
11631.535714285714
11864.67857142857
12095.75
12324.535714285714
12551.035714285714
12782.357142857143
13013.642857142857
13227.32142857143
13423.392857142857
13597.892857142857
13750.82142857143
13870.17857142857
13981.392857142857
14072.82142857143
14144.464285714286
14212.392857142857
14276.607142857143
14333.82142857143
14384.035714285714
14421.535714285714
14451.17857142857
14479.17857142857
14505.535714285714
14531.607142857143
14557.392857142857
14588.285714285714
14624.285714285714
14668.464285714286
14720.82142857143
14771.75
14821.25
14872.464285714286
14925.392857142857
14974.964285714286
15021.17857142857
15069.214285714286
15119.07142857143
